url,original_url,registrable_domain,source,source_category,binary_label,scam_category,original_label,submitted_url,normalized_url,live_status,behavioural_eligible,hybrid_eligible,status_code,final_url,content_type,downloaded_bytes,redirect_count,html_available,error_type,error_message,audit_timestamp
https://denimtearsnl.com/,https://denimtearsnl.com/,denimtearsnl.com,scamferret_expanded_2025,online_shopping,1,online_shopping,scam,https://denimtearsnl.com/,https://denimtearsnl.com/,dns_failure,0,0,,,,0,0,0,dns_failure,[Errno 11001] getaddrinfo failed,2026-09-04T07:04:05.373181+00:00
https://advancedglobaltrades.online/,https://advancedglobaltrades.online/,advancedglobaltrades.online,scamferret_expanded_2025,investment,1,investment,scam,https://advancedglobaltrades.online/,https://advancedglobaltrades.online/,dns_failure,0,0,,,,0,0,0,dns_failure,[Errno 11001] getaddrinfo failed,2026-09-04T07:04:06.621691+00:00
https://juliebrun.shop/,https://juliebrun.shop/,juliebrun.shop,scamferret_expanded_2025,online_shopping,1,online_shopping,scam,https://juliebrun.shop/,https://juliebrun.shop/,dns_failure,0,0,,,,0,0,0,dns_failure,[Errno 11001] getaddrinfo failed,2026-09-04T07:04:07.820861+00:00
https://trustbank.finance/,https://trustbank.finance/,trustbank.finance,scamferret_expanded_2025,investment,1,investment,scam,https://trustbank.finance/,https://trustbank.finance/,dns_failure,0,0,,,,0,0,0,dns_failure,[Errno 11001] getaddrinfo failed,2026-09-04T07:04:09.097712+00:00
https://infivetrade.com/,https://infivetrade.com/,infivetrade.com,scamferret_expanded_2025,investment,1,investment,scam,https://infivetrade.com/,https://infivetrade.com/,dns_failure,0,0,,,,0,0,0,dns_failure,[Errno 11001] getaddrinfo failed,2026-09-04T07:04:10.210598+00:00
https://hhhe1.com/,https://hhhe1.com/,hhhe1.com,scamferret_expanded_2025,cryptocurrency,1,cryptocurrency,scam,https://hhhe1.com/,https://hhhe1.com/,dns_failure,0,0,,,,0,0,0,dns_failure,[Errno 11001] getaddrinfo failed,2026-09-04T07:04:11.430024+00:00
https://www.prestigetradecapital.ackisaffiliate.com/,https://www.prestigetradecapital.ackisaffiliate.com/,ackisaffiliate.com,scamferret_expanded_2025,investment,1,investment,scam,https://www.prestigetradecapital.ackisaffiliate.com/,https://www.prestigetradecapital.ackisaffiliate.com/,dns_failure,0,0,,,,0,0,0,dns_failure,[Errno 11001] getaddrinfo failed,2026-09-04T07:04:13.050509+00:00
https://derealworldpro.com.bitbullminingpro.com/,https://derealworldpro.com.bitbullminingpro.com/,bitbullminingpro.com,scamferret_expanded_2025,cryptocurrency,1,cryptocurrency,scam,https://derealworldpro.com.bitbullminingpro.com/,https://derealworldpro.com.bitbullminingpro.com/,dns_failure,0,0,,,,0,0,0,dns_failure,[Errno 11001] getaddrinfo failed,2026-09-04T07:04:15.898103+00:00
https://royrobert.shop/,https://royrobert.shop/,royrobert.shop,scamferret_expanded_2025,online_shopping,1,online_shopping,scam,https://royrobert.shop/,https://royrobert.shop/,dns_failure,0,0,,,,0,0,0,dns_failure,[Errno 11001] getaddrinfo failed,2026-09-04T07:04:17.156177+00:00
https://www.wikipood.xyz/wp-admin/mywall/verify.html,https://www.wikipood.xyz/wp-admin/mywall/verify.html,wikipood.xyz,scamferret_expanded_2025,cryptocurrency,1,cryptocurrency,scam,https://www.wikipood.xyz/wp-admin/mywall/verify.html,https://www.wikipood.xyz/wp-admin/mywall/verify.html,dns_failure,0,0,,,,0,0,0,dns_failure,[Errno 11001] getaddrinfo failed,2026-09-04T07:04:18.366450+00:00
https://sfscee.icu/,https://sfscee.icu/,sfscee.icu,scamferret_expanded_2025,online_shopping,1,online_shopping,scam,https://sfscee.icu/,https://sfscee.icu/,dns_failure,0,0,,,,0,0,0,dns_failure,[Errno 11001] getaddrinfo failed,2026-09-04T07:04:19.591018+00:00
https://www.info.authv3vault.com/,https://www.info.authv3vault.com/,authv3vault.com,scamferret_expanded_2025,cryptocurrency,1,cryptocurrency,scam,https://www.info.authv3vault.com/,https://www.info.authv3vault.com/,dns_failure,0,0,,,,0,0,0,dns_failure,[Errno 11001] getaddrinfo failed,2026-09-04T07:04:20.811567+00:00
https://ericholley.shop/,https://ericholley.shop/,ericholley.shop,scamferret_expanded_2025,online_shopping,1,online_shopping,scam,https://ericholley.shop/,https://ericholley.shop/,dns_failure,0,0,,,,0,0,0,dns_failure,[Errno 11001] getaddrinfo failed,2026-09-04T07:04:22.025230+00:00
https://roiview.pro/,https://roiview.pro/,roiview.pro,scamferret_expanded_2025,investment,1,investment,scam,https://roiview.pro/,https://roiview.pro/,dns_failure,0,0,,,,0,0,0,dns_failure,[Errno 11001] getaddrinfo failed,2026-09-04T07:04:24.821315+00:00
https://arunodhayajebamani.shop/,https://arunodhayajebamani.shop/,arunodhayajebamani.shop,scamferret_expanded_2025,online_shopping,1,online_shopping,scam,https://arunodhayajebamani.shop/,https://arunodhayajebamani.shop/,dns_failure,0,0,,,,0,0,0,dns_failure,[Errno 11001] getaddrinfo failed,2026-09-04T07:04:26.660504+00:00
http://uicexak.com/,http://uicexak.com/,uicexak.com,scamferret_expanded_2025,cryptocurrency,1,cryptocurrency,scam,http://uicexak.com/,http://uicexak.com/,dns_failure,0,0,,,,0,0,0,dns_failure,[Errno 11001] getaddrinfo failed,2026-09-04T07:04:27.947159+00:00
https://expresscapitalmargin.com/,https://expresscapitalmargin.com/,expresscapitalmargin.com,scamferret_expanded_2025,investment,1,investment,scam,https://expresscapitalmargin.com/,https://expresscapitalmargin.com/,dns_failure,0,0,,,,0,0,0,dns_failure,[Errno 11001] getaddrinfo failed,2026-09-04T07:04:29.162839+00:00
https://www.rozcordini.shop/,https://www.rozcordini.shop/,rozcordini.shop,scamferret_expanded_2025,online_shopping,1,online_shopping,scam,https://www.rozcordini.shop/,https://www.rozcordini.shop/,dns_failure,0,0,,,,0,0,0,dns_failure,[Errno 11001] getaddrinfo failed,2026-09-04T07:04:30.364581+00:00
https://www.tenniealarcon.shop/,https://www.tenniealarcon.shop/,tenniealarcon.shop,scamferret_expanded_2025,online_shopping,1,online_shopping,scam,https://www.tenniealarcon.shop/,https://www.tenniealarcon.shop/,dns_failure,0,0,,,,0,0,0,dns_failure,[Errno 11001] getaddrinfo failed,2026-09-04T07:04:31.655749+00:00
https://www.onetrustdex.live/,https://www.onetrustdex.live/,onetrustdex.live,scamferret_expanded_2025,cryptocurrency,1,cryptocurrency,scam,https://www.onetrustdex.live/,https://www.onetrustdex.live/,dns_failure,0,0,,,,0,0,0,dns_failure,[Errno 11001] getaddrinfo failed,2026-09-04T07:04:34.476068+00:00
https://affluence-prime-master.xyz/,https://affluence-prime-master.xyz/,affluence-prime-master.xyz,scamferret_expanded_2025,investment,1,investment,scam,https://affluence-prime-master.xyz/,https://affluence-prime-master.xyz/,dns_failure,0,0,,,,0,0,0,dns_failure,[Errno 11001] getaddrinfo failed,2026-09-04T07:06:53.568427+00:00
https://bestrdway.com/,https://bestrdway.com/,bestrdway.com,scamferret_expanded_2025,investment,1,investment,scam,https://bestrdway.com/,https://bestrdway.com/,dns_failure,0,0,,,,0,0,0,dns_failure,[Errno 11001] getaddrinfo failed,2026-09-04T07:06:54.816514+00:00
http://uicexat.com/,http://uicexat.com/,uicexat.com,scamferret_expanded_2025,cryptocurrency,1,cryptocurrency,scam,http://uicexat.com/,http://uicexat.com/,dns_failure,0,0,,,,0,0,0,dns_failure,[Errno 11001] getaddrinfo failed,2026-09-04T07:06:56.031459+00:00
https://qkljsjgjes.icu/,https://qkljsjgjes.icu/,qkljsjgjes.icu,scamferret_expanded_2025,online_shopping,1,online_shopping,scam,https://qkljsjgjes.icu/,https://qkljsjgjes.icu/,dns_failure,0,0,,,,0,0,0,dns_failure,[Errno 11001] getaddrinfo failed,2026-09-04T07:06:57.229147+00:00
https://ctmarket.org/,https://ctmarket.org/,ctmarket.org,scamferret_expanded_2025,investment,1,investment,scam,https://ctmarket.org/,https://ctmarket.org/,accessible,1,1,200.0,https://strongskinsavvy.com/,text/html,340720,4,1,,,2026-09-04T07:06:58.475353+00:00
https://grokrse.com/,https://grokrse.com/,grokrse.com,scamferret_expanded_2025,cryptocurrency,1,cryptocurrency,scam,https://grokrse.com/,https://grokrse.com/,dns_failure,0,0,,,,0,0,0,dns_failure,[Errno 11001] getaddrinfo failed,2026-09-04T07:07:09.291248+00:00
https://dobibo6.com/,https://dobibo6.com/,dobibo6.com,scamferret_expanded_2025,cryptocurrency,1,cryptocurrency,scam,https://dobibo6.com/,https://dobibo6.com/,dns_failure,0,0,,,,0,0,0,dns_failure,[Errno 11001] getaddrinfo failed,2026-09-04T07:07:10.533034+00:00
https://www.harrysaladin.shop/,https://www.harrysaladin.shop/,harrysaladin.shop,scamferret_expanded_2025,online_shopping,1,online_shopping,scam,https://www.harrysaladin.shop/,https://www.harrysaladin.shop/,dns_failure,0,0,,,,0,0,0,dns_failure,[Errno 11001] getaddrinfo failed,2026-09-04T07:07:11.996775+00:00
https://nexusshperefx.com/,https://nexusshperefx.com/,nexusshperefx.com,scamferret_expanded_2025,investment,1,investment,scam,https://nexusshperefx.com/,https://nexusshperefx.com/,dns_failure,0,0,,,,0,0,0,dns_failure,[Errno 11001] getaddrinfo failed,2026-09-04T07:07:13.931327+00:00
https://gggg001.com/pc/,https://gggg001.com/pc/,gggg001.com,scamferret_expanded_2025,cryptocurrency,1,cryptocurrency,scam,https://gggg001.com/pc/,https://gggg001.com/pc/,tls_failure,0,0,,https://gggg001.com/pc/,,0,0,0,tls_error,[SSL: TLSV1_ALERT_INTERNAL_ERROR] tlsv1 alert internal error (_ssl.c:1002),2026-09-04T07:07:15.149114+00:00
https://test.quanstelledger.com/,https://test.quanstelledger.com/,quanstelledger.com,scamferret_expanded_2025,investment,1,investment,scam,https://test.quanstelledger.com/,https://test.quanstelledger.com/,dns_failure,0,0,,,,0,0,0,dns_failure,[Errno 11001] getaddrinfo failed,2026-09-04T07:07:17.737725+00:00
https://dhankuberweb.softtrixsoftware.in/,https://dhankuberweb.softtrixsoftware.in/,softtrixsoftware.in,scamferret_expanded_2025,investment,1,investment,scam,https://dhankuberweb.softtrixsoftware.in/,https://dhankuberweb.softtrixsoftware.in/,timeout,0,0,,https://dhankuberweb.softtrixsoftware.in/,,0,0,0,timeout,timed out,2026-09-04T07:07:19.388765+00:00
https://www.caraharris.shop/,https://www.caraharris.shop/,caraharris.shop,scamferret_expanded_2025,online_shopping,1,online_shopping,scam,https://www.caraharris.shop/,https://www.caraharris.shop/,dns_failure,0,0,,,,0,0,0,dns_failure,[Errno 11001] getaddrinfo failed,2026-09-04T07:07:25.795387+00:00
https://mail.stripetrade.com/,https://mail.stripetrade.com/,stripetrade.com,scamferret_expanded_2025,investment,1,investment,scam,https://mail.stripetrade.com/,https://mail.stripetrade.com/,dns_failure,0,0,,,,0,0,0,dns_failure,[Errno 11001] getaddrinfo failed,2026-09-04T07:07:27.053883+00:00
https://derealworldpro.com/,https://derealworldpro.com/,derealworldpro.com,scamferret_expanded_2025,cryptocurrency,1,cryptocurrency,scam,https://derealworldpro.com/,https://derealworldpro.com/,dns_failure,0,0,,,,0,0,0,dns_failure,[Errno 11001] getaddrinfo failed,2026-09-04T07:07:37.862921+00:00
