url,registrable_domain,source,binary_label,scam_category,live_status,behavioural_eligible,original_url,source_category,original_label,hybrid_eligible,status_code,final_url,content_type,downloaded_bytes,redirect_count,html_available,audit_timestamp
https://www.medicassist.com/,medicassist.com,scamferret,0,legitimate,accessible,1,https://www.medicassist.com/,online_shopping,legitimate,1,200.0,https://www.medicassist.com/,text/html,50242,0,1,2026-09-04T05:44:01.813612+00:00
https://dgaro.fr/espace-securise/,dgaro.fr,phishtank_fresh_2026_09_04,1,phishing,accessible,1,https://dgaro.fr/espace-securise/,phishing,yes,1,200.0,https://dgaro.fr/,text/html,18669,2,1,2026-09-04T07:32:10.019464+00:00
https://www.bjcraftsupplies.com/,bjcraftsupplies.com,scamferret,0,legitimate,accessible,1,https://www.bjcraftsupplies.com/,online_shopping,legitimate,1,200.0,https://www.bjcraftsupplies.com/,text/html,62879,0,1,2026-09-04T06:02:25.433895+00:00
https://bit.ly/4brb80E,bit.ly,phishtank,1,phishing,accessible,1,https://bit.ly/4brb80E,phishing,yes,1,200.0,https://bit.ly/4brb80E,text/html,5551,0,1,2026-09-04T05:51:02.899578+00:00
https://pgc.co.nz/,pgc.co.nz,scamferret,0,legitimate,accessible,1,https://pgc.co.nz/,investment,legitimate,1,200.0,https://pgc.co.nz/,text/html,50346,0,1,2026-09-04T06:12:22.341468+00:00
https://www.abielectronics.co.uk/,abielectronics.co.uk,scamferret,0,legitimate,accessible,1,https://www.abielectronics.co.uk/,technical_support,legitimate,1,200.0,https://www.abielectronics.co.uk/,text/html,26165,0,1,2026-09-04T05:43:09.596288+00:00
https://www.jrpsupport.co.uk/,jrpsupport.co.uk,scamferret,0,legitimate,accessible,1,https://www.jrpsupport.co.uk/,technical_support,legitimate,1,200.0,https://jrp.digital/,text/html,116282,1,1,2026-09-04T06:14:30.769011+00:00
https://mes-factures-amz.com/,mes-factures-amz.com,phishtank_fresh_2026_09_04,1,phishing,accessible,1,https://mes-factures-amz.com/,phishing,yes,1,200.0,https://www.amazon.fr/,text/html,3815,1,1,2026-09-04T07:32:47.426771+00:00
http://jerrybeers.com/,jerrybeers.com,phishtank,1,phishing,accessible,1,http://jerrybeers.com,phishing,yes,1,200.0,http://jerrybeers.com/,text/html,57829,0,1,2026-09-04T05:34:08.491581+00:00
https://orange.iobeya.com/s/download/resources/client-html-plugin/4.5.19.83329/public/,iobeya.com,phishtank,1,phishing,accessible,1,https://orange.iobeya.com/s/download/resources/client-html-plugin/4.5.19.83329/public/,phishing,yes,1,200.0,https://orange.iobeya.com/v4/,text/html,2594,1,1,2026-09-04T05:12:20.477431+00:00
https://mimosawedding.vn/w/,mimosawedding.vn,phishtank_fresh_2026_09_04,1,phishing,accessible,1,https://mimosawedding.vn/w/,phishing,yes,1,200.0,https://mimosawedding.vn/w/,text/html,1529,0,1,2026-09-04T07:22:00.145048+00:00
https://www.powerlifeandpensions.com/,powerlifeandpensions.com,scamferret,0,legitimate,accessible,1,https://www.powerlifeandpensions.com/,investment,legitimate,1,200.0,https://www.powerlifeandpensions.com/,text/html,52745,0,1,2026-09-04T05:22:41.506137+00:00
https://usps.us-nqzqo.life/,us-nqzqo.life,phishtank_fresh_2026_09_04,1,phishing,accessible,1,https://usps.us-nqzqo.life/,phishing,yes,1,200.0,https://usps.us-nqzqo.life/,text/html,963,0,1,2026-09-04T07:35:33.197033+00:00
https://espace97280.com/,espace97280.com,phishtank_fresh_2026_09_04,1,phishing,accessible,1,https://espace97280.com/,phishing,yes,1,200.0,https://espace97280.com/,text/html,69,0,1,2026-09-04T07:21:33.930239+00:00
http://allegrolokalnie.kup-teraz-691335.pl/oferta/nikon-z6-ii-grip-mb-n11-adapter-ftz-ii/uzwnnfputapodn4mtj,kup-teraz-691335.pl,phishtank_fresh_2026_09_04,1,phishing,accessible,1,http://allegrolokalnie.kup-teraz-691335.pl/oferta/nikon-z6-ii-grip-mb-n11-adapter-ftz-ii/uzwnnfputapodn4mtj,phishing,yes,1,200.0,https://allegrolokalnie.pl/,text/html,1697847,1,1,2026-09-04T07:33:05.437946+00:00
https://www.protajama.com/wp-admin/images/7919381/009998812993934/00198379238372.html,protajama.com,phishtank,1,phishing,accessible,1,https://www.protajama.com/wp-admin/images/7919381/009998812993934/00198379238372.html,phishing,yes,1,200.0,https://www.protajama.com/wp-admin/images/7919381/009998812993934/00198379238372.html,text/html,30269,0,1,2026-09-04T05:16:49.209444+00:00
https://zenqorax.com/u/giqvyoawqs,zenqorax.com,phishtank,1,phishing,accessible,1,https://zenqorax.com/u/giqvyoawqs,phishing,yes,1,200.0,https://zenqorax.com/u/giqvyoawqs,text/html,114,0,1,2026-09-04T05:56:16.112597+00:00
https://dardsaaz.com/docusign/Mac/utility.php/download/download/index.php/,dardsaaz.com,phishtank,1,phishing,accessible,1,https://dardsaaz.com/docusign/Mac/utility.php/download/download/index.php/,phishing,yes,1,200.0,https://dardsaaz.com/cgi-sys/suspendedpage.cgi,text/html,7618,1,1,2026-09-04T05:38:37.568003+00:00
https://www.westwoodsleepcenters.com/,westwoodsleepcenters.com,scamferret,0,legitimate,accessible,1,https://www.westwoodsleepcenters.com/,online_shopping,legitimate,1,200.0,https://www.westwoodsleepcenters.com/,text/html,163748,0,1,2026-09-04T06:21:37.230079+00:00
https://www.dortex.com/,dortex.com,mendeley,0,legitimate,accessible,1,https://www.dortex.com,online_shopping,legitimate,1,200.0,https://www.dortex.com/,text/html,78865,0,1,2026-09-04T06:10:39.629184+00:00
https://riccardomarcora.com/,riccardomarcora.com,scamferret,0,legitimate,accessible,1,https://riccardomarcora.com/,cryptocurrency,legitimate,1,200.0,https://riccardomarcora.com/,text/html,90883,0,1,2026-09-04T05:14:08.594194+00:00
https://www.shedsdirectireland.com/,shedsdirectireland.com,mendeley,0,legitimate,accessible,1,https://www.shedsdirectireland.com,online_shopping,legitimate,1,200.0,https://www.shedsdirectireland.com/,text/html,606720,0,1,2026-09-04T06:23:05.574410+00:00
https://www.compassionatexpression.com/,compassionatexpression.com,scamferret,0,legitimate,accessible,1,https://www.compassionatexpression.com/,online_shopping,legitimate,1,200.0,https://www.compassionatexpression.com/,text/html,144232,0,1,2026-09-04T06:18:33.105081+00:00
https://zoom.murigu.com/,murigu.com,phishtank,1,phishing,accessible,1,https://zoom.murigu.com/,phishing,yes,1,200.0,https://zoom.murigu.com/,text/html,407,0,1,2026-09-04T05:43:25.872054+00:00
https://contrat-video-prime.com/vos-commandes,contrat-video-prime.com,phishtank_fresh_2026_09_04,1,phishing,accessible,1,https://contrat-video-prime.com/vos-commandes,phishing,yes,1,200.0,https://contrat-video-prime.com/vos-commandes,text/html,1628,0,1,2026-09-04T07:32:04.840324+00:00
https://nextgenafrica.org/amendes-antai-gouv/infractions/redirect,nextgenafrica.org,phishtank_fresh_2026_09_04,1,phishing,accessible,1,https://nextgenafrica.org/amendes-antai-gouv/infractions/redirect,phishing,yes,1,200.0,https://nextgenafrica.org/ph-sys/suspended/,text/html,1452,1,1,2026-09-04T07:22:25.194955+00:00
https://mpistudios.net/login-check.html,mpistudios.net,phishtank,1,phishing,accessible,1,https://mpistudios.net/login-check.html,phishing,yes,1,200.0,https://mpistudios.net/login-check.html,text/html,3329,0,1,2026-09-04T05:32:28.901661+00:00
https://taglichbrothers.com/,taglichbrothers.com,scamferret,0,legitimate,accessible,1,https://taglichbrothers.com/,investment,legitimate,1,200.0,https://taglichbrothers.com/,text/html,162634,0,1,2026-09-04T06:08:13.737359+00:00
http://telemvgna.com/,telemvgna.com,phishtank,1,phishing,accessible,1,http://telemvgna.com,phishing,yes,1,200.0,http://telemvgna.com/,text/html,7370,0,1,2026-09-04T05:38:02.512855+00:00
https://got-bag.com/,got-bag.com,mendeley,0,legitimate,accessible,1,https://got-bag.com,online_shopping,legitimate,1,200.0,https://got-bag.com/,text/html,367079,0,1,2026-09-04T06:20:00.324839+00:00
https://www.texasbankandtrust.com/,texasbankandtrust.com,scamferret,0,legitimate,accessible,1,https://www.texasbankandtrust.com/,investment,legitimate,1,200.0,https://www.texasbankandtrust.com/,text/html,68456,0,1,2026-09-04T06:12:52.378175+00:00
http://ag-techs.com/,ag-techs.com,phishtank_fresh_2026_09_04,1,phishing,accessible,1,http://ag-techs.com/,phishing,yes,1,200.0,https://scan.page/7fFZz8,text/html,4334,1,1,2026-09-04T07:21:49.987712+00:00
https://www.ananeosi-melous.com/,ananeosi-melous.com,phishtank_fresh_2026_09_04,1,phishing,accessible,1,https://www.ananeosi-melous.com/,phishing,yes,1,200.0,https://www.ananeosi-melous.com/,text/html,500,0,1,2026-09-04T07:21:38.219069+00:00
https://www.wearwolf.store/,wearwolf.store,mendeley,0,legitimate,accessible,1,https://www.wearwolf.store,online_shopping,legitimate,1,200.0,https://www.wearwolf.store/,text/html,249384,0,1,2026-09-04T05:51:19.104178+00:00
https://us14.admin.mailchimp.com/lists/surveys/view?survey_id=1296,mailchimp.com,phishtank,1,phishing,accessible,1,https://us14.admin.mailchimp.com/lists/surveys/view?survey_id=1296,phishing,yes,1,200.0,https://login.mailchimp.com/?referrer=%2Flists%2Fsurveys%2Fview%3Fsurvey_id%3D1296,text/html,324412,1,1,2026-09-04T05:22:44.840476+00:00
http://www.workflowtransformer.de/,workflowtransformer.de,phishtank_fresh_2026_09_04,1,phishing,accessible,1,http://www.workflowtransformer.de/,phishing,yes,1,200.0,https://workflowtransformer.de/,text/html,35680,1,1,2026-09-04T07:34:00.938434+00:00
http://axic.com/,axic.com,scamferret,0,legitimate,accessible,1,http://axic.com/,technical_support,legitimate,1,200.0,http://axic.com/,text/html,48835,0,1,2026-09-04T05:56:46.088795+00:00
https://konyatabelareklam.com/disog,konyatabelareklam.com,phishtank_fresh_2026_09_04,1,phishing,accessible,1,https://konyatabelareklam.com/disog,phishing,yes,1,200.0,https://konyatabelareklam.com/disog,text/html,4494,0,1,2026-09-04T07:25:51.138202+00:00
https://vp3s0bkysan.jp.larksuite.com/docx/W3xtdMipJoKIl0xRBQEjt9Efp02,larksuite.com,phishtank,1,phishing,accessible,1,https://vp3s0bkysan.jp.larksuite.com/docx/W3xtdMipJoKIl0xRBQEjt9Efp02,phishing,yes,1,200.0,https://vp3s0bkysan.jp.larksuite.com/docx/W3xtdMipJoKIl0xRBQEjt9Efp02,text/html,785024,5,1,2026-09-04T05:50:04.310695+00:00
https://archerywarehouse.com/,archerywarehouse.com,scamferret,0,legitimate,accessible,1,https://archerywarehouse.com/,online_shopping,legitimate,1,200.0,https://archerywarehouse.com/,text/html,798459,0,1,2026-09-04T06:20:33.632845+00:00
https://irsgovidmec7941f4d73b81490ed15f9438d3a5160.orofly.com.br/id?c7941f4d,orofly.com.br,phishtank_fresh_2026_09_04,1,phishing,accessible,1,https://irsgovidmec7941f4d73b81490ed15f9438d3a5160.orofly.com.br/id?c7941f4d,phishing,yes,1,200.0,https://www.irs.gov/,text/html,136095,3,1,2026-09-04T07:25:01.670800+00:00
https://shake-time-garnet.heyflow.site/qb00ks,heyflow.site,phishtank,1,phishing,accessible,1,https://shake-time-garnet.heyflow.site/qb00ks#start,phishing,yes,1,200.0,https://shake-time-garnet.heyflow.site/qb00ks,text/html,188934,0,1,2026-09-04T05:29:00.122342+00:00
https://www.rtmcomposites.com/,rtmcomposites.com,scamferret,0,legitimate,accessible,1,https://www.rtmcomposites.com/,technical_support,legitimate,1,206.0,https://www.rtmcomposites.com/,text/html,52899,0,1,2026-09-04T05:16:20.033624+00:00
https://www.mynetflxmonthlyrenw.com/,mynetflxmonthlyrenw.com,phishtank_fresh_2026_09_04,1,phishing,accessible,1,https://www.mynetflxmonthlyrenw.com/,phishing,yes,1,200.0,https://www.mynetflxmonthlyrenw.com/,text/html,500,0,1,2026-09-04T07:21:36.220121+00:00
