url,original_url,registrable_domain,source,source_category,binary_label,scam_category,original_label,submitted_url,normalized_url,live_status,behavioural_eligible,hybrid_eligible,status_code,final_url,content_type,downloaded_bytes,redirect_count,html_available,error_type,error_message,audit_timestamp
https://orange.iobeya.com/s/download/resources/client-html-plugin/4.5.19.83329/public/,https://orange.iobeya.com/s/download/resources/client-html-plugin/4.5.19.83329/public/,iobeya.com,phishtank,phishing,1,phishing,yes,https://orange.iobeya.com/s/download/resources/client-html-plugin/4.5.19.83329/public/,https://orange.iobeya.com/s/download/resources/client-html-plugin/4.5.19.83329/public/,accessible,1,1,200.0,https://orange.iobeya.com/v4/,text/html,2594,1,1,,,2026-09-04T05:12:20.477431+00:00
https://pub-ecd6830f8cf647b08e6b49e6e4d19796.r2.dev/6403.html,https://pub-ecd6830f8cf647b08e6b49e6e4d19796.r2.dev/6403.html,r2.dev,scamferret,technical_support,1,technical_support,scam,https://pub-ecd6830f8cf647b08e6b49e6e4d19796.r2.dev/6403.html,https://pub-ecd6830f8cf647b08e6b49e6e4d19796.r2.dev/6403.html,accessible,1,1,200.0,https://pub-ecd6830f8cf647b08e6b49e6e4d19796.r2.dev/6403.html,text/html,32414,0,1,,,2026-09-04T05:12:47.248285+00:00
http://stakeripple.com/,http://stakeripple.com/,stakeripple.com,scamferret,cryptocurrency,1,cryptocurrency,scam,http://stakeripple.com/,http://stakeripple.com/,accessible,1,1,200.0,https://stakeripple.com/,text/html,4730,1,1,,,2026-09-04T05:12:57.869500+00:00
https://booking.thelifesports.in/assets/scss/icons/flag-icon-css,https://booking.thelifesports.in/assets/scss/icons/flag-icon-css,thelifesports.in,phishtank,phishing,1,phishing,yes,https://booking.thelifesports.in/assets/scss/icons/flag-icon-css,https://booking.thelifesports.in/assets/scss/icons/flag-icon-css,accessible,1,1,200.0,https://booking.thelifesports.in/assets/scss/icons/flag-icon-css/,text/html,2416,1,1,,,2026-09-04T05:13:51.284748+00:00
https://growth-trades.live/,https://growth-trades.live/,growth-trades.live,scamferret,investment,1,investment,scam,https://growth-trades.live/,https://growth-trades.live/,accessible,1,1,200.0,https://growth-trades.live/,text/html,68576,0,1,,,2026-09-04T05:14:03.999703+00:00
https://brilliantsystem.biz/images/about/,https://brilliantsystem.biz/images/about/,brilliantsystem.biz,phishtank,phishing,1,phishing,yes,https://brilliantsystem.biz/images/about/,https://brilliantsystem.biz/images/about/,accessible,1,1,200.0,https://brilliantsystem.biz/about-us/,text/html,65613,1,1,,,2026-09-04T05:14:10.914202+00:00
https://www.apharmacie.com/,https://www.apharmacie.com,apharmacie.com,mendeley,online_shopping,1,online_shopping,fraudulent,https://www.apharmacie.com/,https://www.apharmacie.com/,accessible,1,1,200.0,https://www.apharmacie.com/,text/html,70624,0,1,,,2026-09-04T05:14:53.285124+00:00
https://ciphercrestcapital.com/,https://ciphercrestcapital.com/,ciphercrestcapital.com,scamferret,investment,1,investment,scam,https://ciphercrestcapital.com/,https://ciphercrestcapital.com/,accessible,1,1,200.0,https://ciphercrestcapital.com/,text/html,114,0,1,,,2026-09-04T05:14:55.883529+00:00
https://kidsorthopedic.com/?gclid=CjwKCAjwsvujBhAXEiwA_UXnALyvPVhaQR3sDXlwMlhzzv92ndkogkJeho75PrM-IC_qKS5Ph_gp-RoCc2sQAvD_BwE,https://kidsorthopedic.com/?gclid=CjwKCAjwsvujBhAXEiwA_UXnALyvPVhaQR3sDXlwMlhzzv92ndkogkJeho75PrM-IC_qKS5Ph_gp-RoCc2sQAvD_BwE,kidsorthopedic.com,phishtank,phishing,1,phishing,yes,https://kidsorthopedic.com/?gclid=CjwKCAjwsvujBhAXEiwA_UXnALyvPVhaQR3sDXlwMlhzzv92ndkogkJeho75PrM-IC_qKS5Ph_gp-RoCc2sQAvD_BwE,https://kidsorthopedic.com/?gclid=CjwKCAjwsvujBhAXEiwA_UXnALyvPVhaQR3sDXlwMlhzzv92ndkogkJeho75PrM-IC_qKS5Ph_gp-RoCc2sQAvD_BwE,accessible,1,1,200.0,https://www.kidsorthopedic.com/?gclid=CjwKCAjwsvujBhAXEiwA_UXnALyvPVhaQR3sDXlwMlhzzv92ndkogkJeho75PrM-IC_qKS5Ph_gp-RoCc2sQAvD_BwE,text/html,185416,1,1,,,2026-09-04T05:16:22.531531+00:00
https://www.protajama.com/wp-admin/images/7919381/009998812993934/00198379238372.html,https://www.protajama.com/wp-admin/images/7919381/009998812993934/00198379238372.html,protajama.com,phishtank,phishing,1,phishing,yes,https://www.protajama.com/wp-admin/images/7919381/009998812993934/00198379238372.html,https://www.protajama.com/wp-admin/images/7919381/009998812993934/00198379238372.html,accessible,1,1,200.0,https://www.protajama.com/wp-admin/images/7919381/009998812993934/00198379238372.html,text/html,30269,0,1,,,2026-09-04T05:16:49.209444+00:00
