url,original_url,registrable_domain,source,source_category,binary_label,scam_category,original_label,live_status,audit_timestamp,h_url_length,h_hostname_length,h_domain_length,h_path_length,h_query_length,h_fragment_length,h_dot_count,h_hyphen_count,h_digit_count,h_special_character_count,h_underscore_count,h_at_symbol_count,h_percent_encoded_count,h_subdomain_count,h_has_ip_address,h_parameter_count,h_repeated_character_count,h_suspicious_token_count,h_has_suspicious_extension,h_domain_is_long,h_url_is_long,h_subdomain_count_domain,h_is_ip_hostname,h_dns_resolved,h_a_count,h_aaaa_count,h_mx_count,h_ns_count,h_has_a_record,h_has_aaaa_record,h_has_mx_record,h_has_ns_record,h_rdap_available,h_domain_age_days,h_uses_https,h_tls_connection_success,h_certificate_present,h_certificate_valid_now,h_certificate_expired,h_hostname_match,h_days_until_expiry,h_certificate_lifetime_days,h_http_request_success,h_http_status_code,h_http_redirect_count,h_http_downloaded_bytes,h_http_response_too_large,h_http_content_type_allowed,h_form_count,h_password_field_count,h_payment_field_count,h_hidden_input_count,h_iframe_count,h_script_count,h_hidden_element_count,h_link_count,h_internal_link_count,h_external_link_count,h_external_link_ratio,h_form_action_count,h_empty_form_action_count,h_javascript_form_action_count,h_external_form_action_count,h_suspicious_form_action_count,h_meta_refresh_count,h_has_meta_refresh,h_suspicious_keyword_count,h_urgency_keyword_count,h_crypto_keyword_count,h_login_keyword_count,h_payment_keyword_count,h_has_password_field,h_has_payment_field,h_has_iframe,h_has_external_form_action,b_redirect_count,b_cross_domain_redirect_count,b_popup_count,b_dialog_count,b_automatic_navigation_count,b_has_automatic_navigation,b_total_request_count,b_external_request_count,b_external_request_ratio,b_blocked_request_count,b_state_changing_request_attempt_count,b_download_attempt_count,b_dom_mutation_count,b_form_action_change_count,b_dynamic_form_count,b_title_change_count,b_has_title_change,b_countdown_detected,b_page_error_count,b_failed_request_count
http://allegrolokalnie.kup-teraz-691335.pl/oferta/nikon-z6-ii-grip-mb-n11-adapter-ftz-ii/uzwnnfputapodn4mtj,http://allegrolokalnie.kup-teraz-691335.pl/oferta/nikon-z6-ii-grip-mb-n11-adapter-ftz-ii/uzwnnfputapodn4mtj,kup-teraz-691335.pl,phishtank_fresh_2026_09_04,phishing,1,phishing,yes,accessible,2026-09-04T07:33:05.437946+00:00,107,35,19,65,0,0,2,10,10,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,2,0,0,0,1,0,,0,0,0,,,,,,1,200,1,1697847,0,1,1,0,0,0,1,8,40,2251,1562,14,0.008883,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,74,57,0.77027,1,1,0,45,0,0,1,1,1,0,2
http://www.gruptrans.com/,http://www.gruptrans.com/,gruptrans.com,scamferret,investment,0,legitimate,legitimate,accessible,2026-09-04T06:06:27.542486+00:00,25,17,13,1,0,0,2,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,1,4,1,0,1,1,0,,0,0,0,,,,,,1,410,1,197,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,54,3,0.055556,0,0,0,0,0,0,0,0,1,2,0
https://www.westwoodsleepcenters.com/,https://www.westwoodsleepcenters.com/,westwoodsleepcenters.com,scamferret,online_shopping,0,legitimate,legitimate,accessible,2026-09-04T06:21:37.230079+00:00,37,28,24,1,0,0,2,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,2,0,1,2,1,0,1,1,0,,1,1,1,1.0,0.0,1.0,11.0,89.0,1,200,0,163734,0,1,0,0,0,0,0,25,19,67,52,14,0.212121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,50,0.980392,2,2,0,252,0,0,1,1,1,0,2
https://usps.us-nqzqo.life/,https://usps.us-nqzqo.life/,us-nqzqo.life,phishtank_fresh_2026_09_04,phishing,1,phishing,yes,accessible,2026-09-04T07:35:33.197033+00:00,27,18,13,1,0,0,2,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,1,0,,1,1,1,1.0,0.0,1.0,77.0,90.0,1,200,0,963,0,1,0,0,0,0,0,2,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0.2,1,1,0,0,0,0,0,0,0,0,1
https://www.lecuine.com/,https://www.lecuine.com,lecuine.com,mendeley,online_shopping,0,legitimate,legitimate,accessible,2026-09-04T05:34:17.722793+00:00,24,15,11,1,0,0,2,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,2,0,5,2,1,0,1,1,0,,1,1,1,1.0,0.0,1.0,49.0,90.0,1,200,0,154077,0,1,2,0,0,0,1,17,9,112,98,7,0.066667,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,181,148,0.81768,10,10,0,378,0,0,1,1,1,2,10
http://www.workflowtransformer.de/,http://www.workflowtransformer.de/,workflowtransformer.de,phishtank_fresh_2026_09_04,phishing,1,phishing,yes,accessible,2026-09-04T07:34:00.938434+00:00,34,26,22,1,0,0,2,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,,0,0,0,,,,,,1,200,1,35680,0,1,0,0,0,0,0,4,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0.0,0,0,0,0,0,0,0,0,0,0,0
https://zenqorax.com/u/giqvyoawqs,https://zenqorax.com/u/giqvyoawqs,zenqorax.com,phishtank,phishing,1,phishing,yes,accessible,2026-09-04T05:56:16.112597+00:00,33,12,12,13,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,2,1,0,0,1,0,,1,1,1,1.0,0.0,1.0,138.0,198.0,1,200,0,114,0,1,0,0,0,0,0,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,14,11,0.785714,6,6,0,0,0,0,0,0,0,0,8
https://vp3s0bkysan.jp.larksuite.com/docx/W3xtdMipJoKIl0xRBQEjt9Efp02,https://vp3s0bkysan.jp.larksuite.com/docx/W3xtdMipJoKIl0xRBQEjt9Efp02,larksuite.com,phishtank,phishing,1,phishing,yes,accessible,2026-09-04T05:50:04.310695+00:00,69,28,13,33,0,0,3,0,7,1,0,0,0,2,0,0,0,0,0,0,0,2,0,1,1,0,0,2,1,0,0,1,0,,1,1,1,1.0,0.0,1.0,189.0,396.0,1,200,5,785979,0,1,0,0,0,0,0,74,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,262,184,0.70229,53,53,0,374,0,0,3,1,0,7,52
https://espace97280.com/,https://espace97280.com/,espace97280.com,phishtank_fresh_2026_09_04,phishing,1,phishing,yes,accessible,2026-09-04T07:21:33.930239+00:00,24,15,15,1,0,0,1,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,,1,1,1,1.0,0.0,1.0,86.0,89.0,1,200,0,69,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0
https://www.protajama.com/wp-admin/images/7919381/009998812993934/00198379238372.html,https://www.protajama.com/wp-admin/images/7919381/009998812993934/00198379238372.html,protajama.com,phishtank,phishing,1,phishing,yes,accessible,2026-09-04T05:16:49.209444+00:00,85,17,13,60,0,0,3,1,36,1,0,0,0,1,0,0,2,0,0,0,0,1,0,1,1,0,1,2,1,0,1,1,0,,1,1,1,1.0,0.0,1.0,65.0,89.0,1,200,0,30269,0,1,0,0,0,0,1,9,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,20,18,0.9,0,0,0,0,0,0,0,0,0,0,0
https://mes-factures-amz.com/,https://mes-factures-amz.com/,mes-factures-amz.com,phishtank_fresh_2026_09_04,phishing,1,phishing,yes,accessible,2026-09-04T07:32:47.426771+00:00,29,20,20,1,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,1,0,0,1,0,,1,1,1,1.0,0.0,1.0,84.0,89.0,1,200,1,2161,0,1,0,0,0,0,2,2,0,0,0,0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,4,2,0.5,2,2,0,0,0,0,0,0,0,1,2
https://taglichbrothers.com/,https://taglichbrothers.com/,taglichbrothers.com,scamferret,investment,0,legitimate,legitimate,accessible,2026-09-04T06:08:13.737359+00:00,28,19,19,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,1,0,1,0,0,,1,1,1,1.0,0.0,1.0,62.0,89.0,1,200,0,162411,0,1,0,0,0,0,0,63,6,50,34,11,0.244444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,21,0.212121,7,7,0,88,0,0,1,1,0,0,7
https://pgc.co.nz/,https://pgc.co.nz/,pgc.co.nz,scamferret,investment,0,legitimate,legitimate,accessible,2026-09-04T06:12:22.341468+00:00,18,9,9,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,1,0,0,1,0,,1,1,1,1.0,0.0,1.0,96.0,183.0,1,200,0,50346,0,1,0,0,0,0,2,11,5,27,17,1,0.055556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8,4,0.5,0,0,0,0,0,0,0,0,1,0,0
https://nextgenafrica.org/amendes-antai-gouv/infractions/redirect,https://nextgenafrica.org/amendes-antai-gouv/infractions/redirect,nextgenafrica.org,phishtank_fresh_2026_09_04,phishing,1,phishing,yes,accessible,2026-09-04T07:22:25.194955+00:00,65,17,17,40,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,3,1,0,1,1,0,,1,1,1,1.0,0.0,1.0,16.0,89.0,1,200,1,1452,0,1,0,0,0,0,0,0,0,1,0,1,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,2,0.25,0,0,0,0,0,0,0,0,0,0,0
http://ag-techs.com/,http://ag-techs.com/,ag-techs.com,phishtank_fresh_2026_09_04,phishing,1,phishing,yes,accessible,2026-09-04T07:21:49.987712+00:00,20,12,12,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,3,1,0,1,1,0,,0,0,0,,,,,,1,200,1,4334,0,1,0,0,0,0,0,3,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,1,37,23,0.621622,4,4,0,0,0,0,0,0,0,1,5
https://mpistudios.net/login-check.html,https://mpistudios.net/login-check.html,mpistudios.net,phishtank,phishing,1,phishing,yes,accessible,2026-09-04T05:32:28.901661+00:00,39,14,14,17,0,0,2,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,,1,1,1,1.0,0.0,1.0,48.0,89.0,1,200,0,3346,0,1,0,0,0,0,0,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,15,0.789474,1,0,0,0,0,0,0,0,0,0,1
https://www.abielectronics.co.uk/,https://www.abielectronics.co.uk/,abielectronics.co.uk,scamferret,technical_support,0,legitimate,legitimate,accessible,2026-09-04T05:43:09.596288+00:00,33,24,20,1,0,0,3,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,1,1,4,1,1,1,1,0,,1,1,1,1.0,0.0,1.0,130.0,198.0,1,200,0,26165,0,1,0,0,0,0,0,13,2,56,31,20,0.392157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,6,0.130435,2,1,0,19,0,0,1,1,1,0,3
https://us14.admin.mailchimp.com/lists/surveys/view?survey_id=1296,https://us14.admin.mailchimp.com/lists/surveys/view?survey_id=1296,mailchimp.com,phishtank,phishing,1,phishing,yes,accessible,2026-09-04T05:22:44.840476+00:00,66,24,13,19,14,0,3,0,6,4,1,0,0,2,0,1,0,0,0,0,0,2,0,1,1,0,0,6,1,0,0,1,0,,1,1,1,1.0,0.0,1.0,108.0,364.0,1,200,1,202383,0,1,1,0,0,6,1,26,3,8,7,1,0.125,1,0,0,0,1,0,0,0,0,0,7,0,0,0,1,0,1,0,0,0,0,0,108,44,0.407407,13,11,0,21,0,0,1,1,0,0,13
https://banbif-com-pe.fortimailcloud.com/,https://banbif-com-pe.fortimailcloud.com/,fortimailcloud.com,phishtank,phishing,1,phishing,yes,accessible,2026-09-04T05:39:01.733896+00:00,41,32,18,1,0,0,2,2,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,2,4,1,0,1,1,0,,1,1,1,1.0,0.0,1.0,159.0,191.0,1,200,0,50,0,1,0,0,0,0,0,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0.0,0,0,0,0,0,0,0,0,0,0,0
