url,original_url,registrable_domain,source,source_category,binary_label,scam_category,original_label,submitted_url,normalized_url,live_status,behavioural_eligible,hybrid_eligible,status_code,final_url,content_type,downloaded_bytes,redirect_count,html_available,error_type,error_message,audit_timestamp,submitted_hostname,final_hostname,submitted_registrable_domain,final_registrable_domain,same_registrable_domain,cross_domain_redirect,ground_truth_status,original_binary_label
https://pub-ecd6830f8cf647b08e6b49e6e4d19796.r2.dev/6403.html,https://pub-ecd6830f8cf647b08e6b49e6e4d19796.r2.dev/6403.html,r2.dev,scamferret,technical_support,1,technical_support,scam,https://pub-ecd6830f8cf647b08e6b49e6e4d19796.r2.dev/6403.html,https://pub-ecd6830f8cf647b08e6b49e6e4d19796.r2.dev/6403.html,accessible,1,1,200.0,https://pub-ecd6830f8cf647b08e6b49e6e4d19796.r2.dev/6403.html,text/html,32414,0,1,,,2026-09-04T05:12:47.248285+00:00,pub-ecd6830f8cf647b08e6b49e6e4d19796.r2.dev,pub-ecd6830f8cf647b08e6b49e6e4d19796.r2.dev,r2.dev,r2.dev,True,0,historical_positive_uncertain_current,1
http://stakeripple.com/,http://stakeripple.com/,stakeripple.com,scamferret,cryptocurrency,1,cryptocurrency,scam,http://stakeripple.com/,http://stakeripple.com/,accessible,1,1,200.0,https://stakeripple.com/,text/html,4730,1,1,,,2026-09-04T05:12:57.869500+00:00,stakeripple.com,stakeripple.com,stakeripple.com,stakeripple.com,True,0,historical_positive_uncertain_current,1
https://growth-trades.live/,https://growth-trades.live/,growth-trades.live,scamferret,investment,1,investment,scam,https://growth-trades.live/,https://growth-trades.live/,accessible,1,1,200.0,https://growth-trades.live/,text/html,68576,0,1,,,2026-09-04T05:14:03.999703+00:00,growth-trades.live,growth-trades.live,growth-trades.live,growth-trades.live,True,0,historical_positive_uncertain_current,1
https://ciphercrestcapital.com/,https://ciphercrestcapital.com/,ciphercrestcapital.com,scamferret,investment,1,investment,scam,https://ciphercrestcapital.com/,https://ciphercrestcapital.com/,accessible,1,1,200.0,https://ciphercrestcapital.com/,text/html,114,0,1,,,2026-09-04T05:14:55.883529+00:00,ciphercrestcapital.com,ciphercrestcapital.com,ciphercrestcapital.com,ciphercrestcapital.com,True,0,historical_positive_uncertain_current,1
https://sharewealthcapital.com/,https://sharewealthcapital.com/,sharewealthcapital.com,scamferret,investment,1,investment,scam,https://sharewealthcapital.com/,https://sharewealthcapital.com/,accessible,1,1,200.0,https://sharewealthcapital.com/,text/html,86716,0,1,,,2026-09-04T05:23:08.857223+00:00,sharewealthcapital.com,sharewealthcapital.com,sharewealthcapital.com,sharewealthcapital.com,True,0,historical_positive_uncertain_current,1
https://cryptostockpulse.com/,https://cryptostockpulse.com/,cryptostockpulse.com,scamferret,investment,1,investment,scam,https://cryptostockpulse.com/,https://cryptostockpulse.com/,accessible,1,1,200.0,https://cryptostockpulse.com/,text/html,114,0,1,,,2026-09-04T05:27:05.626695+00:00,cryptostockpulse.com,cryptostockpulse.com,cryptostockpulse.com,cryptostockpulse.com,True,0,historical_positive_uncertain_current,1
https://domainglobecapital.com/,https://domainglobecapital.com/,domainglobecapital.com,scamferret,investment,1,investment,scam,https://domainglobecapital.com/,https://domainglobecapital.com/,accessible,1,1,200.0,https://domainglobecapital.com/,text/html,54310,0,1,,,2026-09-04T05:27:46.535170+00:00,domainglobecapital.com,domainglobecapital.com,domainglobecapital.com,domainglobecapital.com,True,0,historical_positive_uncertain_current,1
http://www.coinmarketgive.de/,http://www.coinmarketgive.de/,coinmarketgive.de,scamferret,cryptocurrency,1,cryptocurrency,scam,http://www.coinmarketgive.de/,http://www.coinmarketgive.de/,accessible,1,1,200.0,http://www.coinmarketgive.de/,text/html,31780,0,1,,,2026-09-04T05:28:41.301871+00:00,www.coinmarketgive.de,www.coinmarketgive.de,coinmarketgive.de,coinmarketgive.de,True,0,historical_positive_uncertain_current,1
https://dunscapitals.com/,https://dunscapitals.com/,dunscapitals.com,scamferret,investment,1,investment,scam,https://dunscapitals.com/,https://dunscapitals.com/,accessible,1,1,200.0,https://dunscapitals.com/,text/html,188845,0,1,,,2026-09-04T05:29:43.329757+00:00,dunscapitals.com,dunscapitals.com,dunscapitals.com,dunscapitals.com,True,0,historical_positive_uncertain_current,1
https://fitshoesshop.com/,https://fitshoesshop.com/,fitshoesshop.com,scamferret,online_shopping,1,online_shopping,scam,https://fitshoesshop.com/,https://fitshoesshop.com/,accessible,1,1,200.0,https://www.fitshoesshop.com/,text/html,1530434,1,1,,,2026-09-04T05:33:08.281896+00:00,fitshoesshop.com,www.fitshoesshop.com,fitshoesshop.com,fitshoesshop.com,True,0,historical_positive_uncertain_current,1
