url,original_url,registrable_domain,source,source_category,binary_label,scam_category,original_label
https://denimtearsnl.com/,https://denimtearsnl.com/,denimtearsnl.com,scamferret_expanded_2025,online_shopping,1,online_shopping,scam
https://advancedglobaltrades.online/,https://advancedglobaltrades.online/,advancedglobaltrades.online,scamferret_expanded_2025,investment,1,investment,scam
https://juliebrun.shop/,https://juliebrun.shop/,juliebrun.shop,scamferret_expanded_2025,online_shopping,1,online_shopping,scam
https://trustbank.finance/,https://trustbank.finance/,trustbank.finance,scamferret_expanded_2025,investment,1,investment,scam
https://infivetrade.com/,https://infivetrade.com/,infivetrade.com,scamferret_expanded_2025,investment,1,investment,scam
https://hhhe1.com/,https://hhhe1.com/,hhhe1.com,scamferret_expanded_2025,cryptocurrency,1,cryptocurrency,scam
https://www.prestigetradecapital.ackisaffiliate.com/,https://www.prestigetradecapital.ackisaffiliate.com/,ackisaffiliate.com,scamferret_expanded_2025,investment,1,investment,scam
https://derealworldpro.com.bitbullminingpro.com/,https://derealworldpro.com.bitbullminingpro.com/,bitbullminingpro.com,scamferret_expanded_2025,cryptocurrency,1,cryptocurrency,scam
https://royrobert.shop/,https://royrobert.shop/,royrobert.shop,scamferret_expanded_2025,online_shopping,1,online_shopping,scam
https://www.wikipood.xyz/wp-admin/mywall/verify.html,https://www.wikipood.xyz/wp-admin/mywall/verify.html,wikipood.xyz,scamferret_expanded_2025,cryptocurrency,1,cryptocurrency,scam
https://sfscee.icu/,https://sfscee.icu/,sfscee.icu,scamferret_expanded_2025,online_shopping,1,online_shopping,scam
https://www.info.authv3vault.com/,https://www.info.authv3vault.com/,authv3vault.com,scamferret_expanded_2025,cryptocurrency,1,cryptocurrency,scam
https://ericholley.shop/,https://ericholley.shop/,ericholley.shop,scamferret_expanded_2025,online_shopping,1,online_shopping,scam
https://roiview.pro/,https://roiview.pro/,roiview.pro,scamferret_expanded_2025,investment,1,investment,scam
https://arunodhayajebamani.shop/,https://arunodhayajebamani.shop/,arunodhayajebamani.shop,scamferret_expanded_2025,online_shopping,1,online_shopping,scam
http://uicexak.com/,http://uicexak.com/,uicexak.com,scamferret_expanded_2025,cryptocurrency,1,cryptocurrency,scam
https://expresscapitalmargin.com/,https://expresscapitalmargin.com/,expresscapitalmargin.com,scamferret_expanded_2025,investment,1,investment,scam
https://www.rozcordini.shop/,https://www.rozcordini.shop/,rozcordini.shop,scamferret_expanded_2025,online_shopping,1,online_shopping,scam
https://www.tenniealarcon.shop/,https://www.tenniealarcon.shop/,tenniealarcon.shop,scamferret_expanded_2025,online_shopping,1,online_shopping,scam
https://www.onetrustdex.live/,https://www.onetrustdex.live/,onetrustdex.live,scamferret_expanded_2025,cryptocurrency,1,cryptocurrency,scam
